date,Price_t,Load_t,CDD_t,HDD_t,RenewableShare_t
2024-03-14,20.860416666666666,47203.12333333333,7.0,0.0,0.3717576944845788
2024-03-15,13.021354166666669,45483.137083333335,2.0,0.0,0.4715535316736656
2024-03-16,33.415729166666665,42129.94,0.0,4.75,0.1832478666660631
2024-03-17,23.382604166666667,41781.69833333333,0.0,3.25,0.2476675900169183
2024-03-18,34.8953125,42861.66166666667,0.0,7.5,0.2983759339264666
2024-03-19,23.11510416666667,43353.35666666667,0.0,11.0,0.3718435348471454
2024-03-20,20.56583333333333,42628.72041666667,0.0,6.0,0.3343021408853213
2024-03-21,32.356770833333336,42986.72375,0.0,3.0,0.2070671094597955
2024-03-22,21.956354166666667,43845.426666666666,0.0,2.5,0.3383142500102848
2024-03-23,15.291770833333333,41514.9675,0.0,3.0,0.4677104690855095
2024-03-24,2.204375,41487.66458333333,0.0,0.75,0.6373995115191498
2024-03-25,13.908125,44055.83375,0.0,0.0,0.5240637858262034
2024-03-26,25.493333333333336,43024.28291666667,0.0,10.0,0.3197233531195195
2024-03-27,15.529583333333331,43248.176666666666,0.0,9.25,0.3988507466726296
2024-03-28,14.951875,43489.310000000005,0.0,6.5,0.4397834771256164
2024-03-29,2.4616666666666664,43136.88916666667,1.75,0.0,0.6728945074018722
2024-03-30,17.802395833333332,42927.34166666667,3.75,0.0,0.5044483987202688
2024-03-31,15.583333333333334,43645.04166666666,6.25,0.0,0.5271217729073326
2024-04-01,13.0125,48036.01458333334,8.75,0.0,0.4760102626117876
2024-04-02,10.2665625,44831.91708333333,1.75,0.0,0.5387911130765815
2024-04-03,25.22458333333333,42765.15458333333,0.0,4.0,0.3769348113498358
2024-04-04,24.056354166666665,44410.905,1.25,0.0,0.3960019799171856
2024-04-05,11.619166666666668,45837.013333333336,5.75,0.0,0.6472102664572028
2024-04-06,10.2634375,44176.013333333336,5.5,0.0,0.6228339499639213
2024-04-07,34.585,44922.71458333333,4.75,0.0,0.4614758367732204
2024-04-08,33.709583333333335,47067.915,4.75,0.0,0.3619099109937871
2024-04-09,19.555416666666662,47531.07208333333,4.25,0.0,0.4116301903637319
2024-04-10,12.865,43895.80833333333,0.0,1.5,0.4928864718631481
2024-04-11,29.98614583333333,43413.442083333335,0.0,1.5,0.3909940718264527
2024-04-12,7.270104166666666,44018.076250000006,2.0,0.0,0.5892640562243204
2024-04-13,-2.299375,43944.30375,5.5,0.0,0.6244080293550948
2024-04-14,13.768125,45859.21333333334,8.75,0.0,0.501973888163841
2024-04-15,7.4928125,48738.630000000005,10.25,0.0,0.508923826198115
2024-04-16,90.64510416666668,49453.270833333336,10.0,0.0,0.3697056433218896
2024-04-17,16.785729166666666,50818.05125,10.5,0.0,0.3154325778177824
2024-04-18,10.727604166666666,52145.79791666666,11.75,0.0,0.452362432498069
2024-04-19,20.165104166666666,47475.12125,3.75,0.0,0.308503835416329
2024-04-20,15.806875,44858.895416666666,0.0,0.75,0.3896636455422823
2024-04-21,15.180833333333332,40818.005833333336,0.0,8.75,0.3623901269912291
2024-04-22,8.3121875,42858.4675,0.0,4.75,0.4709948283775353
2024-04-23,11.870208333333332,44609.07041666666,1.5,0.0,0.5071504607314228
2024-04-24,56.46177083333333,48502.55416666667,8.25,0.0,0.3808734839674273
2024-04-25,18.01875,49391.7825,9.75,0.0,0.525313645860767
2024-04-26,33.84166666666666,49948.13999999999,10.5,0.0,0.4941053536202772
2024-04-27,11.828854166666666,50149.94125,11.25,0.0,0.5424556628278039
2024-04-28,127.05635416666668,47370.65541666667,8.5,0.0,0.2834460593348621
2024-04-29,28.093125,51439.395,8.5,0.0,0.2910305300915231
2024-04-30,7.106354166666667,52597.33041666666,10.25,0.0,0.4811228710827493
2024-05-01,10.7871875,51529.69666666666,11.75,0.0,0.4680001065881201
2024-05-02,22.2671875,50349.8625,10.0,0.0,0.3328332898532669
2024-05-03,17.518020833333335,50299.27333333334,10.25,0.0,0.3443676152882757
2024-05-04,13.7,48558.630416666674,8.5,0.0,0.4105080493399297
2024-05-05,25.868854166666665,47188.10208333333,6.5,0.0,0.2933141762280715
2024-05-06,11.6671875,53187.73416666667,11.75,0.0,0.4765151324075163
2024-05-07,33.7571875,56429.645416666666,14.5,0.0,0.3358245397867963
2024-05-08,347.04770833333333,57820.74958333333,16.5,0.0,0.3273762562017926
2024-05-09,51.356770833333336,56203.08958333333,14.5,0.0,0.3361577155220995
2024-05-10,37.54229166666666,51443.935,9.75,0.0,0.3248550712273028
2024-05-11,25.047916666666666,47179.85625,8.0,0.0,0.2837979083841865
2024-05-12,40.83104166666667,46225.40458333333,5.5,0.0,0.2546549386268414
2024-05-13,49.10395833333334,50072.79083333333,8.75,0.0,0.2666367634702484
2024-05-14,23.72114583333333,51236.67208333334,9.75,0.0,0.3063971189418082
2024-05-15,16.604791666666667,54128.32833333333,13.75,0.0,0.5011798087888871
2024-05-16,23.250208333333333,49163.16583333333,11.25,0.0,0.3119082555533777
2024-05-17,26.20895833333333,46350.32708333334,4.5,0.0,0.2207947947794654
2024-05-18,22.14239583333333,52119.70541666666,12.75,0.0,0.3670863226765833
2024-05-19,12.326770833333333,55576.4025,17.5,0.0,0.4817715259403995
2024-05-20,14.469479166666666,58298.03458333333,17.75,0.0,0.4373343981570884
2024-05-21,51.19052083333333,59916.69083333333,18.75,0.0,0.3549964433318249
2024-05-22,23.851666666666663,58815.31291666667,17.25,0.0,0.3568811795491937
2024-05-23,22.00708333333333,58735.46833333333,16.75,0.0,0.3763403685340873
2024-05-24,30.04822916666667,60559.09416666667,18.0,0.0,0.3543333668841359
2024-05-25,14.347604166666668,59554.29666666666,18.25,0.0,0.4097413425490153
2024-05-26,21.951666666666668,60304.2675,20.5,0.0,0.359123156565466
2024-05-27,48.5146875,61964.82874999999,20.0,0.0,0.2571294302974791
2024-05-28,10.972604166666668,55880.63208333333,17.25,0.0,0.4243615043863894
2024-05-29,39.025104166666665,55416.825,11.75,0.0,0.3148923582794118
2024-05-30,37.88645833333333,56718.38416666666,15.25,0.0,0.363980003124815
2024-05-31,20.77270833333333,53021.48166666667,10.0,0.0,0.3203907624457859
2024-06-01,18.12802083333333,53617.57874999999,12.75,0.0,0.317404360529718
2024-06-02,14.550729166666663,56565.075,16.25,0.0,0.4026673338029278
2024-06-03,22.75270833333333,60138.98416666667,18.0,0.0,0.4085025971218806
2024-06-04,43.97895833333334,62556.91541666666,21.0,0.0,0.3883030455247968
2024-06-05,19.77833333333333,58724.95,18.25,0.0,0.3061727972154224
2024-06-06,18.87375,60365.583333333336,18.5,0.0,0.3249252197648183
2024-06-07,20.95052083333333,62417.69208333333,21.5,0.0,0.3720884613225083
2024-06-08,22.350833333333338,61875.457083333335,21.25,0.0,0.430175005408244
2024-06-09,32.53,60766.44041666667,20.5,0.0,0.3253969600836277
2024-06-10,52.62479166666666,59656.15791666667,15.5,0.0,0.1959925929385068
2024-06-11,41.40208333333333,57668.81791666666,15.25,0.0,0.1871561763796021
2024-06-12,45.94375,59130.7175,15.0,0.0,0.1908783408149265
2024-06-13,36.03895833333333,62078.83041666666,18.75,0.0,0.2915581161211433
2024-06-14,33.724583333333335,62841.48291666667,20.75,0.0,0.3052223059542308
2024-06-15,24.126145833333336,61236.11375,20.5,0.0,0.369802569835697
2024-06-16,20.85,61926.66666666666,20.5,0.0,0.4577040825303266
2024-06-17,30.64010416666667,64699.145833333336,21.0,0.0,0.4571850023899133
2024-06-18,21.306041666666665,62452.89875,19.0,0.0,0.4817388999668129
2024-06-19,20.50166666666667,56348.089166666665,15.75,0.0,0.3886699842205088
2024-06-20,32.547291666666666,59988.059166666666,14.5,0.0,0.2764093190028237
2024-06-21,23.464479166666667,61836.1375,16.5,0.0,0.3114106046343194
2024-06-22,25.582291666666663,61441.46875,18.25,0.0,0.3385995177649495
2024-06-23,27.39677083333333,62190.8425,19.5,0.0,0.3035688947501304
2024-06-24,25.883645833333333,66021.22083333334,21.5,0.0,0.3052851796341559
2024-06-25,28.531458333333333,67473.42083333334,22.25,0.0,0.3443485616260578
2024-06-26,27.37291666666667,67795.98916666667,23.5,0.0,0.3003966663243841
2024-06-27,30.906458333333333,67522.08916666666,23.25,0.0,0.2540936033563215
2024-06-28,25.412916666666664,68324.79208333333,23.25,0.0,0.3947883726382019
2024-06-29,25.4975,67577.39541666667,23.75,0.0,0.3863570914392192
2024-06-30,23.108229166666664,66292.01791666666,22.75,0.0,0.3425175801756112
2024-07-01,22.25302083333333,68148.30041666667,23.5,0.0,0.3593132946156415
2024-07-02,20.60052083333333,68409.46708333334,24.0,0.0,0.3953500828896368
2024-07-03,20.800520833333334,67653.39708333333,23.75,0.0,0.3622934345292432
2024-07-04,23.25302083333333,66574.23875,23.75,0.0,0.3527087165417854
2024-07-05,16.629375,62900.43833333333,19.75,0.0,0.3075291076552355
2024-07-06,26.4209375,59438.95166666667,18.5,0.0,0.2224375488674599
2024-07-07,14.733645833333334,58227.91625,17.75,0.0,0.3253539382694186
2024-07-08,15.203020833333332,49691.23499999999,15.0,0.0,0.2803870154370094
2024-07-09,20.886770833333333,53406.88416666666,15.75,0.0,0.2145980994574782
2024-07-10,24.21020833333333,56837.05,19.0,0.0,0.2187954615512709
2024-07-11,21.371458333333333,57853.44708333333,18.66666666666667,0.0,0.2603492590034444
2024-07-12,18.114791666666665,57249.86958333334,17.66666666666667,0.0,0.3070265822287176
2024-07-13,15.834375,56204.20166666667,16.0,0.0,0.3451244328995371
2024-07-14,22.0728125,58868.19375,18.0,0.0,0.3626512663692527
2024-07-15,27.6465625,64148.8425,24.0,0.0,0.3552087859788825
2024-07-16,23.220416666666665,65673.47041666666,22.25,0.0,0.3449158133247766
2024-07-17,22.5640625,63134.99166666667,21.5,0.0,0.2330755616748334
2024-07-18,27.70114583333333,59402.675,17.25,0.0,0.2060465126832087
2024-07-19,24.5284375,60286.84791666667,18.0,0.0,0.2166328342833741
2024-07-20,17.664791666666666,59486.04541666667,19.0,0.0,0.2835145763858232
2024-07-21,18.723020833333333,57447.67208333334,17.0,0.0,0.2244369669560952
2024-07-22,25.686666666666667,57460.28625,14.0,0.0,0.1494938754502273
2024-07-23,28.331979166666667,55756.86083333333,11.5,0.0,0.1503555885646572
2024-07-24,42.47958333333333,57266.21291666667,14.5,0.0,0.1804493459579385
2024-07-25,29.778854166666665,56889.41708333333,16.0,0.0,0.183573394589126
2024-07-26,22.21229166666667,55567.73291666667,14.25,0.0,0.2161483031600005
2024-07-27,20.182916666666667,55351.60125,15.25,0.0,0.3050591408344097
2024-07-28,18.069166666666664,57962.325,16.0,0.0,0.4407558303603516
2024-07-29,32.439375,65304.925,19.5,0.0,0.431001424574638
2024-07-30,17.955520833333335,66445.02958333334,20.75,0.0,0.4338430925597568
2024-07-31,15.85125,66821.18083333333,22.0,0.0,0.4448442970763344
2024-08-01,19.34677083333333,65544.44499999999,21.5,0.0,0.3630872031285426
2024-08-02,27.80666666666667,66746.44666666667,22.25,0.0,0.23998212101603
2024-08-03,23.959166666666665,65450.32291666666,23.5,0.0,0.2153289666756667
2024-08-04,24.86864583333333,63154.86875,21.0,0.0,0.1909905382613621
2024-08-05,28.2796875,65315.489583333336,20.75,0.0,0.2118057532718835
2024-08-06,37.57864583333333,66417.98958333333,22.25,0.0,0.2226907500190021
2024-08-07,54.442708333333336,68565.51375,24.75,0.0,0.2366613375383549
2024-08-08,26.3740625,69344.91083333334,25.5,0.0,0.2714101269299164
2024-08-09,24.9428125,66878.05708333333,23.5,0.0,0.2702869282096868
2024-08-10,29.118333333333336,64511.02208333334,21.25,0.0,0.2423936930920843
2024-08-11,22.475104166666668,65789.04333333333,22.5,0.0,0.3589105533078696
2024-08-12,20.83364583333333,68641.58125,22.75,0.0,0.3515810018946675
2024-08-13,23.567083333333333,69196.58833333333,22.75,0.0,0.3454169293772052
2024-08-14,24.6084375,69364.64416666667,23.25,0.0,0.3467192489430997
2024-08-15,30.721041666666668,69713.61625,23.75,0.0,0.3113559065046928
2024-08-16,27.960520833333334,70251.97,24.75,0.0,0.2934223095676203
2024-08-17,25.86375,68635.36416666667,24.75,0.0,0.2588179750785698
2024-08-18,32.124583333333334,68430.775,24.5,0.0,0.2659218945302665
2024-08-19,75.35322916666667,70274.18416666666,25.25,0.0,0.2618589312458452
2024-08-20,223.14708333333337,70424.46916666666,25.75,0.0,0.2675906903798591
2024-08-21,40.2375,70329.50916666667,25.75,0.0,0.2841372346011405
2024-08-22,29.17489583333333,70882.44083333334,26.25,0.0,0.3161807254795326
2024-08-23,28.80958333333333,70480.78791666667,26.25,0.0,0.320784468067921
2024-08-24,18.557604166666668,65744.25749999999,22.75,0.0,0.3267393860275345
2024-08-25,21.8959375,64466.73375000001,21.75,0.0,0.2996416088855139
2024-08-26,24.681979166666665,63352.56125,20.0,0.0,0.2309765587680396
2024-08-27,28.5146875,62012.55416666667,17.0,0.0,0.2069732117166264
2024-08-28,21.8053125,62211.2575,17.0,0.0,0.2469658448438667
2024-08-29,24.82302083333333,61111.94541666666,16.25,0.0,0.2365904024890941
2024-08-30,24.715416666666663,60609.56166666667,16.0,0.0,0.212028902480438
2024-08-31,32.12416666666667,59725.42041666667,16.25,0.0,0.1619869525399639
2024-09-01,23.679166666666664,58062.89833333334,17.0,0.0,0.1792845599300287
2024-09-02,20.1278125,57131.97833333333,13.75,0.0,0.1875806663591991
2024-09-03,20.6634375,55830.05666666666,11.0,0.0,0.1675076217568899
2024-09-04,23.621041666666667,55213.1875,10.5,0.0,0.1259293010612578
2024-09-05,23.65625,56557.84458333333,12.5,0.0,0.1722377258377039
2024-09-06,18.1221875,56485.05375,13.0,0.0,0.3019290510919358
2024-09-07,16.22489583333333,52874.42124999999,12.5,0.0,0.3489648779574735
2024-09-08,15.916458333333331,49864.34125,10.25,0.0,0.3472698887301584
2024-09-09,21.121979166666662,51927.93791666667,9.5,0.0,0.3167495165876298
2024-09-10,21.347395833333334,54115.5575,12.0,0.0,0.3000037475084194
2024-09-11,20.908541666666668,55420.776666666665,12.75,0.0,0.2255415279561876
2024-09-12,17.332604166666666,56233.04708333334,12.75,0.0,0.280276253135601
2024-09-13,15.355520833333337,59393.47083333333,15.75,0.0,0.3874883782535584
2024-09-14,20.8803125,60922.8825,19.25,0.0,0.3238106215583717
2024-09-15,32.340833333333336,59662.68625,18.5,0.0,0.2405373164292321
2024-09-16,26.1959375,60495.67416666666,17.0,0.0,0.2438543752492123
2024-09-17,17.828333333333333,60597.6825,16.75,0.0,0.3154896186774878
2024-09-18,17.074791666666666,62681.59791666666,18.5,0.0,0.3789627295198137
2024-09-19,20.149375,64805.262083333335,20.25,0.0,0.3436212760298137
2024-09-20,30.3184375,64488.36916666667,20.25,0.0,0.3274306378928912
2024-09-21,19.023333333333333,62359.01833333333,19.5,0.0,0.3841076509775165
2024-09-22,23.161875,60579.10791666667,17.75,0.0,0.3320355532275764
2024-09-23,43.860729166666665,58303.982083333336,12.5,0.0,0.1626968829131639
2024-09-24,35.66520833333333,59237.25833333333,14.0,0.0,0.1925932891665494
2024-09-25,22.824895833333333,57344.30625,15.25,0.0,0.2449527397163819
2024-09-26,28.432916666666667,53641.42958333334,10.75,0.0,0.22769738451023
2024-09-27,27.03114583333333,53063.35666666667,11.5,0.0,0.1996851412836154
2024-09-28,25.571354166666666,52569.86875,12.5,0.0,0.233194078707063
2024-09-29,31.369479166666668,52733.64041666666,12.0,0.0,0.2031927861250698
2024-09-30,38.01416666666667,56367.95416666666,12.75,0.0,0.2045284872207737
2024-10-01,26.71,56700.2925,14.25,0.0,0.2663889473260231
2024-10-02,25.121770833333333,56264.30416666667,14.0,0.0,0.2662971854408051
2024-10-03,22.007708333333337,57559.53041666667,14.25,0.0,0.3691650864528185
2024-10-04,24.858958333333334,56649.17916666667,14.0,0.0,0.2768124212043968
2024-10-05,26.254583333333333,54973.82750000001,13.75,0.0,0.2398328192381057
2024-10-06,28.301145833333333,55900.27458333334,14.25,0.0,0.2584936251721799
2024-10-07,33.565104166666664,56607.926666666666,13.25,0.0,0.2110787121685984
2024-10-08,26.50958333333333,54051.14708333334,12.25,0.0,0.2326502565976853
2024-10-09,24.082291666666663,52342.3675,10.25,0.0,0.3338697189432117
2024-10-10,22.585520833333334,53692.28416666667,12.5,0.0,0.3615180457152152
2024-10-11,17.640416666666667,53973.50666666666,12.75,0.0,0.415922605729154
2024-10-12,16.129166666666666,53761.46125,13.0,0.0,0.4249800186802096
2024-10-13,21.9946875,54528.87291666667,14.75,0.0,0.3902958467004638
2024-10-14,30.14979166666667,54589.56791666666,13.5,0.0,0.3032569285451548
2024-10-15,32.6240625,54454.57750000001,11.75,0.0,0.3854402925045499
2024-10-16,20.909791666666667,46350.38416666666,2.5,0.0,0.4628210450484565
2024-10-17,7.715416666666667,44903.40166666667,0.0,3.5,0.5745335039744658
2024-10-18,7.4409375,46285.87625,0.75,0.0,0.5739880666291927
2024-10-19,12.308437499999998,46611.20916666667,4.75,0.0,0.5257695367746069
2024-10-20,18.84,47247.32708333334,5.5,0.0,0.4819654981141407
2024-10-21,11.283854166666666,50206.08041666666,5.75,0.0,0.481145305932554
2024-10-22,35.45416666666667,52339.435,8.25,0.0,0.3022216877781722
2024-10-23,37.83375,54300.42958333334,10.5,0.0,0.2909655636053798
2024-10-24,19.363541666666663,54608.40583333333,11.5,0.0,0.4423858583247115
2024-10-25,33.508229166666666,54593.02416666667,10.25,0.0,0.3334253901364761
2024-10-26,42.4646875,52156.62791666667,8.75,0.0,0.2233505902787
2024-10-27,23.63479166666667,51764.32,9.5,0.0,0.3386517387585084
2024-10-28,16.17125,54812.82958333333,11.5,0.0,0.4750185561320801
2024-10-29,19.457708333333333,56287.057916666665,12.5,0.0,0.5001879114722381
2024-10-30,26.077708333333334,56964.75916666666,12.75,0.0,0.4485726512341192
2024-10-31,26.377604166666668,52864.31458333333,8.0,0.0,0.262176676290989
2024-11-01,22.709166666666665,49301.40625,5.25,0.0,0.2587900484210833
2024-11-02,19.64739583333333,49601.81208333333,8.0,0.0,0.4230880017876328
2024-11-03,27.61010416666667,51507.5508,10.75,0.0,0.4587523656485348
2024-11-04,34.5409375,54162.45166666667,10.0,0.0,0.4225986861818674
2024-11-05,24.498229166666665,47443.39166666666,0.75,0.0,0.3546678228896488
2024-11-06,11.549583333333333,47214.695,0.0,0.75,0.4578467231904805
2024-11-07,48.45041666666666,50770.86375,4.5,0.0,0.3167083188786051
2024-11-08,30.225729166666667,51064.75583333333,4.25,0.0,0.348099012351762
2024-11-09,21.425520833333334,46061.13125,0.0,1.5,0.3010028313919715
2024-11-10,113.546875,46532.8225,1.25,0.0,0.2029047715822075
2024-11-11,36.213437500000005,48687.27541666667,1.25,0.0,0.2064240707161987
2024-11-12,7.318958333333334,47681.442083333335,1.5,0.0,0.4698114741544157
2024-11-13,18.18875,47984.86666666667,2.25,0.0,0.3881949050408797
2024-11-14,22.843333333333334,45279.23,0.0,3.0,0.3688119950113513
2024-11-15,15.505,44990.85458333333,0.0,5.25,0.560262758108391
2024-11-16,13.699895833333334,44979.29916666666,0.0,1.25,0.5615630062917834
2024-11-17,156.51458333333332,47611.05625,4.75,0.0,0.3608184521605561
2024-11-18,18.87770833333333,49299.61208333333,5.25,0.0,0.5068423422491023
2024-11-19,18.002083333333335,45658.30291666667,0.0,3.25,0.4557644335862431
2024-11-20,31.54989583333333,44232.17333333333,0.0,7.75,0.373856905610487
2024-11-21,34.926875,45874.35666666667,0.0,11.25,0.2532683420379548
2024-11-22,20.9596875,45649.39333333333,0.0,9.75,0.3239870067657925
2024-11-23,13.685729166666668,45154.9625,0.0,6.5,0.5996090650367899
2024-11-24,12.341875,45645.988333333335,1.25,0.0,0.6287012204024617
2024-11-25,18.61833333333333,47805.862916666665,0.25,0.0,0.4630267726894411
2024-11-26,26.99625,46503.80333333334,0.0,13.25,0.374618431589604
2024-11-27,16.207604166666666,47140.07208333333,0.0,1.5,0.5546066487810365
2024-11-28,28.89364583333333,44614.988333333335,0.0,8.25,0.3060512954646621
2024-11-29,20.165104166666666,45931.33416666667,0.0,18.0,0.3445060510988476
2024-11-30,31.770729166666666,46345.58458333334,0.0,16.25,0.3141606124945854
2024-12-01,29.6740625,45741.51791666666,0.0,10.0,0.2307902604852591
2024-12-02,38.15166666666666,47791.09625,0.0,11.5,0.2472270634516404
2024-12-03,29.73270833333333,47827.17041666667,0.0,11.5,0.2862929483593538
2024-12-04,40.53083333333333,47462.426666666666,0.0,9.0,0.1916120170116611
2024-12-05,22.38552083333333,47471.905,0.0,8.75,0.2809677493623886
2024-12-06,28.972708333333333,51081.225,0.0,17.0,0.1922626639349508
2024-12-07,40.06041666666667,50402.81875,0.0,18.5,0.124043407855445
2024-12-08,29.496979166666662,47853.09375,0.0,14.5,0.356835834659474
2024-12-09,18.3221875,47495.31791666666,0.0,5.5,0.4310215491251588
2024-12-10,16.21291666666667,49507.4975,0.0,12.0,0.4276324128436751
2024-12-11,19.933541666666667,52346.1575,0.0,19.0,0.3547214111560113
2024-12-12,16.476979166666666,51480.957916666666,0.0,17.25,0.5199823632634433
2024-12-13,21.858854166666664,48233.61791666667,0.0,8.0,0.5175175283721888
2024-12-14,47.18322916666667,45758.35791666667,0.0,2.5,0.2929706596636866
2024-12-15,20.041354166666668,47088.70208333334,0.0,0.5,0.5319888228737822
2024-12-16,29.70520833333333,48557.87083333333,3.0,0.0,0.3395865737915965
2024-12-17,20.9678125,47985.31041666667,0.0,2.25,0.3053747132792352
2024-12-18,19.378958333333333,47053.27208333334,0.0,2.25,0.3864866107814977
2024-12-19,21.746666666666663,48402.16666666666,0.0,14.0,0.3185971285057701
2024-12-20,27.690104166666668,48159.42375,0.0,12.25,0.2963053278656004
2024-12-21,24.6290625,48709.98875,0.0,15.75,0.387071460405326
2024-12-22,13.178125,47309.15625,0.0,14.5,0.5515147549907193
2024-12-23,14.817708333333334,46352.75958333333,0.0,5.75,0.5244216564695366
2024-12-24,23.40552083333333,44913.16416666666,0.0,3.0,0.3126774118557479
2024-12-25,34.26197916666667,42900.722916666666,0.0,8.0,0.1773525627212233
2024-12-26,44.108125,45459.199583333335,0.0,6.5,0.2071784827562061
