date,zone,station_id,datatype,value
2024-02-11,HOUSTON,GHCND:USW00012960,TMIN,52.0
2024-02-12,HOUSTON,GHCND:USW00012960,TMIN,45.0
2024-02-13,HOUSTON,GHCND:USW00012960,TMIN,37.0
2024-02-14,HOUSTON,GHCND:USW00012960,TMIN,40.0
2024-02-15,HOUSTON,GHCND:USW00012960,TMIN,54.0
2024-02-16,HOUSTON,GHCND:USW00012960,TMIN,62.0
2024-02-17,HOUSTON,GHCND:USW00012960,TMIN,39.0
2024-02-18,HOUSTON,GHCND:USW00012960,TMIN,35.0
2024-02-19,HOUSTON,GHCND:USW00012960,TMIN,33.0
2024-02-20,HOUSTON,GHCND:USW00012960,TMIN,43.0
2024-02-21,HOUSTON,GHCND:USW00012960,TMIN,55.0
2024-02-22,HOUSTON,GHCND:USW00012960,TMIN,65.0
2024-02-23,HOUSTON,GHCND:USW00012960,TMIN,59.0
2024-02-24,HOUSTON,GHCND:USW00012960,TMIN,46.0
2024-02-25,HOUSTON,GHCND:USW00012960,TMIN,49.0
2024-02-26,HOUSTON,GHCND:USW00012960,TMIN,68.0
2024-02-27,HOUSTON,GHCND:USW00012960,TMIN,70.0
2024-02-28,HOUSTON,GHCND:USW00012960,TMIN,50.0
2024-02-29,HOUSTON,GHCND:USW00012960,TMIN,50.0
2024-03-01,HOUSTON,GHCND:USW00012960,TMIN,49.0
2024-03-02,HOUSTON,GHCND:USW00012960,TMIN,52.0
2024-03-03,HOUSTON,GHCND:USW00012960,TMIN,62.0
2024-03-04,HOUSTON,GHCND:USW00012960,TMIN,67.0
2024-03-05,HOUSTON,GHCND:USW00012960,TMIN,66.0
2024-03-06,HOUSTON,GHCND:USW00012960,TMIN,64.0
2024-03-07,HOUSTON,GHCND:USW00012960,TMIN,60.0
2024-03-08,HOUSTON,GHCND:USW00012960,TMIN,66.0
2024-03-09,HOUSTON,GHCND:USW00012960,TMIN,50.0
2024-03-10,HOUSTON,GHCND:USW00012960,TMIN,44.0
2024-03-11,HOUSTON,GHCND:USW00012960,TMIN,51.0
2024-03-12,HOUSTON,GHCND:USW00012960,TMIN,52.0
2024-03-13,HOUSTON,GHCND:USW00012960,TMIN,62.0
2024-03-14,HOUSTON,GHCND:USW00012960,TMIN,73.0
2024-03-15,HOUSTON,GHCND:USW00012960,TMIN,64.0
2024-03-16,HOUSTON,GHCND:USW00012960,TMIN,63.0
2024-03-17,HOUSTON,GHCND:USW00012960,TMIN,62.0
2024-03-18,HOUSTON,GHCND:USW00012960,TMIN,53.0
2024-03-19,HOUSTON,GHCND:USW00012960,TMIN,43.0
2024-03-20,HOUSTON,GHCND:USW00012960,TMIN,53.0
2024-03-21,HOUSTON,GHCND:USW00012960,TMIN,59.0
2024-03-22,HOUSTON,GHCND:USW00012960,TMIN,55.0
2024-03-23,HOUSTON,GHCND:USW00012960,TMIN,54.0
2024-03-24,HOUSTON,GHCND:USW00012960,TMIN,60.0
2024-03-25,HOUSTON,GHCND:USW00012960,TMIN,56.0
2024-03-26,HOUSTON,GHCND:USW00012960,TMIN,52.0
2024-03-27,HOUSTON,GHCND:USW00012960,TMIN,49.0
2024-03-28,HOUSTON,GHCND:USW00012960,TMIN,47.0
2024-03-29,HOUSTON,GHCND:USW00012960,TMIN,54.0
2024-03-30,HOUSTON,GHCND:USW00012960,TMIN,61.0
2024-03-31,HOUSTON,GHCND:USW00012960,TMIN,66.0
2024-04-01,HOUSTON,GHCND:USW00012960,TMIN,73.0
2024-04-02,HOUSTON,GHCND:USW00012960,TMIN,60.0
2024-04-03,HOUSTON,GHCND:USW00012960,TMIN,52.0
2024-04-04,HOUSTON,GHCND:USW00012960,TMIN,48.0
2024-04-05,HOUSTON,GHCND:USW00012960,TMIN,61.0
2024-04-06,HOUSTON,GHCND:USW00012960,TMIN,60.0
2024-04-07,HOUSTON,GHCND:USW00012960,TMIN,71.0
2024-04-08,HOUSTON,GHCND:USW00012960,TMIN,72.0
2024-04-09,HOUSTON,GHCND:USW00012960,TMIN,73.0
2024-04-10,HOUSTON,GHCND:USW00012960,TMIN,62.0
2024-04-11,HOUSTON,GHCND:USW00012960,TMIN,59.0
2024-04-12,HOUSTON,GHCND:USW00012960,TMIN,52.0
2024-04-13,HOUSTON,GHCND:USW00012960,TMIN,53.0
2024-04-14,HOUSTON,GHCND:USW00012960,TMIN,63.0
2024-04-15,HOUSTON,GHCND:USW00012960,TMIN,70.0
2024-04-16,HOUSTON,GHCND:USW00012960,TMIN,72.0
2024-04-17,HOUSTON,GHCND:USW00012960,TMIN,73.0
2024-04-18,HOUSTON,GHCND:USW00012960,TMIN,72.0
2024-04-19,HOUSTON,GHCND:USW00012960,TMIN,69.0
2024-04-20,HOUSTON,GHCND:USW00012960,TMIN,60.0
2024-04-21,HOUSTON,GHCND:USW00012960,TMIN,54.0
2024-04-22,HOUSTON,GHCND:USW00012960,TMIN,53.0
2024-04-23,HOUSTON,GHCND:USW00012960,TMIN,52.0
2024-04-24,HOUSTON,GHCND:USW00012960,TMIN,66.0
2024-04-25,HOUSTON,GHCND:USW00012960,TMIN,65.0
2024-04-26,HOUSTON,GHCND:USW00012960,TMIN,74.0
2024-04-27,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-04-28,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-04-29,HOUSTON,GHCND:USW00012960,TMIN,66.0
2024-04-30,HOUSTON,GHCND:USW00012960,TMIN,63.0
2024-05-01,HOUSTON,GHCND:USW00012960,TMIN,67.0
2024-05-02,HOUSTON,GHCND:USW00012960,TMIN,68.0
2024-05-03,HOUSTON,GHCND:USW00012960,TMIN,68.0
2024-05-04,HOUSTON,GHCND:USW00012960,TMIN,68.0
2024-05-05,HOUSTON,GHCND:USW00012960,TMIN,71.0
2024-05-06,HOUSTON,GHCND:USW00012960,TMIN,72.0
2024-05-07,HOUSTON,GHCND:USW00012960,TMIN,77.0
2024-05-08,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-05-09,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-05-10,HOUSTON,GHCND:USW00012960,TMIN,71.0
2024-05-11,HOUSTON,GHCND:USW00012960,TMIN,70.0
2024-05-12,HOUSTON,GHCND:USW00012960,TMIN,68.0
2024-05-13,HOUSTON,GHCND:USW00012960,TMIN,67.0
2024-05-14,HOUSTON,GHCND:USW00012960,TMIN,64.0
2024-05-15,HOUSTON,GHCND:USW00012960,TMIN,64.0
2024-05-16,HOUSTON,GHCND:USW00012960,TMIN,68.0
2024-05-17,HOUSTON,GHCND:USW00012960,TMIN,66.0
2024-05-18,HOUSTON,GHCND:USW00012960,TMIN,65.0
2024-05-19,HOUSTON,GHCND:USW00012960,TMIN,71.0
2024-05-20,HOUSTON,GHCND:USW00012960,TMIN,70.0
2024-05-21,HOUSTON,GHCND:USW00012960,TMIN,79.0
2024-05-22,HOUSTON,GHCND:USW00012960,TMIN,78.0
2024-05-23,HOUSTON,GHCND:USW00012960,TMIN,79.0
2024-05-24,HOUSTON,GHCND:USW00012960,TMIN,78.0
2024-05-25,HOUSTON,GHCND:USW00012960,TMIN,78.0
2024-05-26,HOUSTON,GHCND:USW00012960,TMIN,81.0
2024-05-27,HOUSTON,GHCND:USW00012960,TMIN,77.0
2024-05-28,HOUSTON,GHCND:USW00012960,TMIN,68.0
2024-05-29,HOUSTON,GHCND:USW00012960,TMIN,70.0
2024-05-30,HOUSTON,GHCND:USW00012960,TMIN,67.0
2024-05-31,HOUSTON,GHCND:USW00012960,TMIN,66.0
2024-06-01,HOUSTON,GHCND:USW00012960,TMIN,72.0
2024-06-02,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-06-03,HOUSTON,GHCND:USW00012960,TMIN,79.0
2024-06-04,HOUSTON,GHCND:USW00012960,TMIN,82.0
2024-06-05,HOUSTON,GHCND:USW00012960,TMIN,70.0
2024-06-06,HOUSTON,GHCND:USW00012960,TMIN,71.0
2024-06-07,HOUSTON,GHCND:USW00012960,TMIN,73.0
2024-06-08,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-06-09,HOUSTON,GHCND:USW00012960,TMIN,74.0
2024-06-10,HOUSTON,GHCND:USW00012960,TMIN,73.0
2024-06-11,HOUSTON,GHCND:USW00012960,TMIN,73.0
2024-06-12,HOUSTON,GHCND:USW00012960,TMIN,74.0
2024-06-13,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-06-14,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-06-15,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-06-16,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-06-17,HOUSTON,GHCND:USW00012960,TMIN,77.0
2024-06-18,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-06-19,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-06-20,HOUSTON,GHCND:USW00012960,TMIN,77.0
2024-06-21,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-06-22,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-06-23,HOUSTON,GHCND:USW00012960,TMIN,74.0
2024-06-24,HOUSTON,GHCND:USW00012960,TMIN,77.0
2024-06-25,HOUSTON,GHCND:USW00012960,TMIN,78.0
2024-06-26,HOUSTON,GHCND:USW00012960,TMIN,81.0
2024-06-27,HOUSTON,GHCND:USW00012960,TMIN,80.0
2024-06-28,HOUSTON,GHCND:USW00012960,TMIN,82.0
2024-06-29,HOUSTON,GHCND:USW00012960,TMIN,80.0
2024-06-30,HOUSTON,GHCND:USW00012960,TMIN,79.0
2024-07-01,HOUSTON,GHCND:USW00012960,TMIN,80.0
2024-07-02,HOUSTON,GHCND:USW00012960,TMIN,81.0
2024-07-03,HOUSTON,GHCND:USW00012960,TMIN,80.0
2024-07-04,HOUSTON,GHCND:USW00012960,TMIN,82.0
2024-07-05,HOUSTON,GHCND:USW00012960,TMIN,79.0
2024-07-06,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-07-07,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-07-08,HOUSTON,GHCND:USW00012960,TMIN,74.0
2024-07-09,HOUSTON,GHCND:USW00012960,TMIN,74.0
2024-07-10,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-07-11,HOUSTON,GHCND:USW00012960,TMIN,77.0
2024-07-12,HOUSTON,GHCND:USW00012960,TMIN,72.0
2024-07-13,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-07-14,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-07-15,HOUSTON,GHCND:USW00012960,TMIN,78.0
2024-07-16,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-07-17,HOUSTON,GHCND:USW00012960,TMIN,78.0
2024-07-18,HOUSTON,GHCND:USW00012960,TMIN,74.0
2024-07-19,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-07-20,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-07-21,HOUSTON,GHCND:USW00012960,TMIN,77.0
2024-07-22,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-07-23,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-07-24,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-07-25,HOUSTON,GHCND:USW00012960,TMIN,73.0
2024-07-26,HOUSTON,GHCND:USW00012960,TMIN,72.0
2024-07-27,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-07-28,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-07-29,HOUSTON,GHCND:USW00012960,TMIN,79.0
2024-07-30,HOUSTON,GHCND:USW00012960,TMIN,79.0
2024-07-31,HOUSTON,GHCND:USW00012960,TMIN,79.0
2024-08-01,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-08-02,HOUSTON,GHCND:USW00012960,TMIN,79.0
2024-08-03,HOUSTON,GHCND:USW00012960,TMIN,80.0
2024-08-04,HOUSTON,GHCND:USW00012960,TMIN,77.0
2024-08-05,HOUSTON,GHCND:USW00012960,TMIN,80.0
2024-08-06,HOUSTON,GHCND:USW00012960,TMIN,78.0
2024-08-07,HOUSTON,GHCND:USW00012960,TMIN,81.0
2024-08-08,HOUSTON,GHCND:USW00012960,TMIN,80.0
2024-08-09,HOUSTON,GHCND:USW00012960,TMIN,82.0
2024-08-10,HOUSTON,GHCND:USW00012960,TMIN,79.0
2024-08-11,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-08-12,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-08-13,HOUSTON,GHCND:USW00012960,TMIN,79.0
2024-08-14,HOUSTON,GHCND:USW00012960,TMIN,78.0
2024-08-15,HOUSTON,GHCND:USW00012960,TMIN,77.0
2024-08-16,HOUSTON,GHCND:USW00012960,TMIN,78.0
2024-08-17,HOUSTON,GHCND:USW00012960,TMIN,78.0
2024-08-18,HOUSTON,GHCND:USW00012960,TMIN,80.0
2024-08-19,HOUSTON,GHCND:USW00012960,TMIN,79.0
2024-08-20,HOUSTON,GHCND:USW00012960,TMIN,82.0
2024-08-21,HOUSTON,GHCND:USW00012960,TMIN,80.0
2024-08-22,HOUSTON,GHCND:USW00012960,TMIN,81.0
2024-08-23,HOUSTON,GHCND:USW00012960,TMIN,81.0
2024-08-24,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-08-25,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-08-26,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-08-27,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-08-28,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-08-29,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-08-30,HOUSTON,GHCND:USW00012960,TMIN,77.0
2024-08-31,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-09-01,HOUSTON,GHCND:USW00012960,TMIN,77.0
2024-09-02,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-09-03,HOUSTON,GHCND:USW00012960,TMIN,77.0
2024-09-04,HOUSTON,GHCND:USW00012960,TMIN,77.0
2024-09-05,HOUSTON,GHCND:USW00012960,TMIN,76.0
2024-09-06,HOUSTON,GHCND:USW00012960,TMIN,73.0
2024-09-07,HOUSTON,GHCND:USW00012960,TMIN,70.0
2024-09-08,HOUSTON,GHCND:USW00012960,TMIN,70.0
2024-09-09,HOUSTON,GHCND:USW00012960,TMIN,67.0
2024-09-10,HOUSTON,GHCND:USW00012960,TMIN,73.0
2024-09-11,HOUSTON,GHCND:USW00012960,TMIN,74.0
2024-09-12,HOUSTON,GHCND:USW00012960,TMIN,71.0
2024-09-13,HOUSTON,GHCND:USW00012960,TMIN,68.0
2024-09-14,HOUSTON,GHCND:USW00012960,TMIN,80.0
2024-09-15,HOUSTON,GHCND:USW00012960,TMIN,77.0
2024-09-16,HOUSTON,GHCND:USW00012960,TMIN,74.0
2024-09-17,HOUSTON,GHCND:USW00012960,TMIN,73.0
2024-09-18,HOUSTON,GHCND:USW00012960,TMIN,74.0
2024-09-19,HOUSTON,GHCND:USW00012960,TMIN,74.0
2024-09-20,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-09-21,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-09-22,HOUSTON,GHCND:USW00012960,TMIN,74.0
2024-09-23,HOUSTON,GHCND:USW00012960,TMIN,73.0
2024-09-24,HOUSTON,GHCND:USW00012960,TMIN,74.0
2024-09-25,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-09-26,HOUSTON,GHCND:USW00012960,TMIN,67.0
2024-09-27,HOUSTON,GHCND:USW00012960,TMIN,64.0
2024-09-28,HOUSTON,GHCND:USW00012960,TMIN,65.0
2024-09-29,HOUSTON,GHCND:USW00012960,TMIN,65.0
2024-09-30,HOUSTON,GHCND:USW00012960,TMIN,67.0
2024-10-01,HOUSTON,GHCND:USW00012960,TMIN,70.0
2024-10-02,HOUSTON,GHCND:USW00012960,TMIN,70.0
2024-10-03,HOUSTON,GHCND:USW00012960,TMIN,69.0
2024-10-04,HOUSTON,GHCND:USW00012960,TMIN,72.0
2024-10-05,HOUSTON,GHCND:USW00012960,TMIN,74.0
2024-10-06,HOUSTON,GHCND:USW00012960,TMIN,74.0
2024-10-07,HOUSTON,GHCND:USW00012960,TMIN,69.0
2024-10-08,HOUSTON,GHCND:USW00012960,TMIN,63.0
2024-10-09,HOUSTON,GHCND:USW00012960,TMIN,57.0
2024-10-10,HOUSTON,GHCND:USW00012960,TMIN,60.0
2024-10-11,HOUSTON,GHCND:USW00012960,TMIN,59.0
2024-10-12,HOUSTON,GHCND:USW00012960,TMIN,61.0
2024-10-13,HOUSTON,GHCND:USW00012960,TMIN,66.0
2024-10-14,HOUSTON,GHCND:USW00012960,TMIN,72.0
2024-10-15,HOUSTON,GHCND:USW00012960,TMIN,62.0
2024-10-16,HOUSTON,GHCND:USW00012960,TMIN,52.0
2024-10-17,HOUSTON,GHCND:USW00012960,TMIN,47.0
2024-10-18,HOUSTON,GHCND:USW00012960,TMIN,52.0
2024-10-19,HOUSTON,GHCND:USW00012960,TMIN,56.0
2024-10-20,HOUSTON,GHCND:USW00012960,TMIN,59.0
2024-10-21,HOUSTON,GHCND:USW00012960,TMIN,56.0
2024-10-22,HOUSTON,GHCND:USW00012960,TMIN,56.0
2024-10-23,HOUSTON,GHCND:USW00012960,TMIN,61.0
2024-10-24,HOUSTON,GHCND:USW00012960,TMIN,58.0
2024-10-25,HOUSTON,GHCND:USW00012960,TMIN,62.0
2024-10-26,HOUSTON,GHCND:USW00012960,TMIN,66.0
2024-10-27,HOUSTON,GHCND:USW00012960,TMIN,64.0
2024-10-28,HOUSTON,GHCND:USW00012960,TMIN,63.0
2024-10-29,HOUSTON,GHCND:USW00012960,TMIN,72.0
2024-10-30,HOUSTON,GHCND:USW00012960,TMIN,72.0
2024-10-31,HOUSTON,GHCND:USW00012960,TMIN,71.0
2024-11-01,HOUSTON,GHCND:USW00012960,TMIN,72.0
2024-11-02,HOUSTON,GHCND:USW00012960,TMIN,72.0
2024-11-03,HOUSTON,GHCND:USW00012960,TMIN,75.0
2024-11-04,HOUSTON,GHCND:USW00012960,TMIN,78.0
2024-11-05,HOUSTON,GHCND:USW00012960,TMIN,66.0
2024-11-06,HOUSTON,GHCND:USW00012960,TMIN,64.0
2024-11-07,HOUSTON,GHCND:USW00012960,TMIN,74.0
2024-11-08,HOUSTON,GHCND:USW00012960,TMIN,73.0
2024-11-09,HOUSTON,GHCND:USW00012960,TMIN,66.0
2024-11-10,HOUSTON,GHCND:USW00012960,TMIN,69.0
2024-11-11,HOUSTON,GHCND:USW00012960,TMIN,63.0
2024-11-12,HOUSTON,GHCND:USW00012960,TMIN,60.0
2024-11-13,HOUSTON,GHCND:USW00012960,TMIN,56.0
2024-11-14,HOUSTON,GHCND:USW00012960,TMIN,52.0
2024-11-15,HOUSTON,GHCND:USW00012960,TMIN,48.0
2024-11-16,HOUSTON,GHCND:USW00012960,TMIN,51.0
2024-11-17,HOUSTON,GHCND:USW00012960,TMIN,71.0
2024-11-18,HOUSTON,GHCND:USW00012960,TMIN,62.0
2024-11-19,HOUSTON,GHCND:USW00012960,TMIN,53.0
2024-11-20,HOUSTON,GHCND:USW00012960,TMIN,51.0
2024-11-21,HOUSTON,GHCND:USW00012960,TMIN,43.0
2024-11-22,HOUSTON,GHCND:USW00012960,TMIN,45.0
2024-11-23,HOUSTON,GHCND:USW00012960,TMIN,46.0
2024-11-24,HOUSTON,GHCND:USW00012960,TMIN,53.0
2024-11-25,HOUSTON,GHCND:USW00012960,TMIN,56.0
2024-11-26,HOUSTON,GHCND:USW00012960,TMIN,48.0
2024-11-27,HOUSTON,GHCND:USW00012960,TMIN,58.0
2024-11-28,HOUSTON,GHCND:USW00012960,TMIN,51.0
2024-11-29,HOUSTON,GHCND:USW00012960,TMIN,45.0
2024-11-30,HOUSTON,GHCND:USW00012960,TMIN,39.0
2024-12-01,HOUSTON,GHCND:USW00012960,TMIN,50.0
2024-12-02,HOUSTON,GHCND:USW00012960,TMIN,41.0
2024-12-03,HOUSTON,GHCND:USW00012960,TMIN,42.0
2024-12-04,HOUSTON,GHCND:USW00012960,TMIN,54.0
2024-12-05,HOUSTON,GHCND:USW00012960,TMIN,54.0
2024-12-06,HOUSTON,GHCND:USW00012960,TMIN,43.0
2024-12-07,HOUSTON,GHCND:USW00012960,TMIN,44.0
2024-12-08,HOUSTON,GHCND:USW00012960,TMIN,52.0
2024-12-09,HOUSTON,GHCND:USW00012960,TMIN,60.0
2024-12-10,HOUSTON,GHCND:USW00012960,TMIN,47.0
2024-12-11,HOUSTON,GHCND:USW00012960,TMIN,39.0
2024-12-12,HOUSTON,GHCND:USW00012960,TMIN,35.0
2024-12-13,HOUSTON,GHCND:USW00012960,TMIN,57.0
2024-12-14,HOUSTON,GHCND:USW00012960,TMIN,64.0
2024-12-15,HOUSTON,GHCND:USW00012960,TMIN,66.0
2024-12-16,HOUSTON,GHCND:USW00012960,TMIN,65.0
2024-12-17,HOUSTON,GHCND:USW00012960,TMIN,64.0
2024-12-18,HOUSTON,GHCND:USW00012960,TMIN,54.0
2024-12-19,HOUSTON,GHCND:USW00012960,TMIN,47.0
2024-12-20,HOUSTON,GHCND:USW00012960,TMIN,46.0
2024-12-21,HOUSTON,GHCND:USW00012960,TMIN,39.0
2024-12-22,HOUSTON,GHCND:USW00012960,TMIN,37.0
2024-12-23,HOUSTON,GHCND:USW00012960,TMIN,46.0
2024-12-24,HOUSTON,GHCND:USW00012960,TMIN,63.0
2024-12-25,HOUSTON,GHCND:USW00012960,TMIN,57.0
2024-12-26,HOUSTON,GHCND:USW00012960,TMIN,58.0
2024-12-27,HOUSTON,GHCND:USW00012960,TMIN,51.0
2024-12-28,HOUSTON,GHCND:USW00012960,TMIN,53.0
2024-12-29,HOUSTON,GHCND:USW00012960,TMIN,52.0
2024-12-30,HOUSTON,GHCND:USW00012960,TMIN,57.0
2024-12-31,HOUSTON,GHCND:USW00012960,TMIN,51.0
2024-01-01,HOUSTON,GHCND:USW00012960,TMAX,65.0
2024-01-02,HOUSTON,GHCND:USW00012960,TMAX,53.0
2024-01-03,HOUSTON,GHCND:USW00012960,TMAX,60.0
2024-01-04,HOUSTON,GHCND:USW00012960,TMAX,63.0
2024-01-05,HOUSTON,GHCND:USW00012960,TMAX,62.0
2024-01-06,HOUSTON,GHCND:USW00012960,TMAX,64.0
2024-01-07,HOUSTON,GHCND:USW00012960,TMAX,62.0
2024-01-08,HOUSTON,GHCND:USW00012960,TMAX,76.0
2024-01-09,HOUSTON,GHCND:USW00012960,TMAX,56.0
2024-01-10,HOUSTON,GHCND:USW00012960,TMAX,69.0
2024-01-11,HOUSTON,GHCND:USW00012960,TMAX,78.0
2024-01-12,HOUSTON,GHCND:USW00012960,TMAX,72.0
2024-01-13,HOUSTON,GHCND:USW00012960,TMAX,65.0
2024-01-14,HOUSTON,GHCND:USW00012960,TMAX,51.0
2024-01-15,HOUSTON,GHCND:USW00012960,TMAX,33.0
2024-01-16,HOUSTON,GHCND:USW00012960,TMAX,34.0
2024-01-17,HOUSTON,GHCND:USW00012960,TMAX,45.0
2024-01-18,HOUSTON,GHCND:USW00012960,TMAX,66.0
2024-01-19,HOUSTON,GHCND:USW00012960,TMAX,56.0
2024-01-20,HOUSTON,GHCND:USW00012960,TMAX,49.0
2024-01-21,HOUSTON,GHCND:USW00012960,TMAX,43.0
2024-01-22,HOUSTON,GHCND:USW00012960,TMAX,65.0
2024-01-23,HOUSTON,GHCND:USW00012960,TMAX,69.0
2024-01-24,HOUSTON,GHCND:USW00012960,TMAX,64.0
2024-01-25,HOUSTON,GHCND:USW00012960,TMAX,71.0
2024-01-26,HOUSTON,GHCND:USW00012960,TMAX,64.0
2024-01-27,HOUSTON,GHCND:USW00012960,TMAX,61.0
2024-01-28,HOUSTON,GHCND:USW00012960,TMAX,64.0
2024-01-29,HOUSTON,GHCND:USW00012960,TMAX,69.0
2024-01-30,HOUSTON,GHCND:USW00012960,TMAX,73.0
2024-01-31,HOUSTON,GHCND:USW00012960,TMAX,76.0
2024-02-01,HOUSTON,GHCND:USW00012960,TMAX,72.0
2024-02-02,HOUSTON,GHCND:USW00012960,TMAX,73.0
2024-02-03,HOUSTON,GHCND:USW00012960,TMAX,72.0
2024-02-04,HOUSTON,GHCND:USW00012960,TMAX,68.0
2024-02-05,HOUSTON,GHCND:USW00012960,TMAX,66.0
2024-02-06,HOUSTON,GHCND:USW00012960,TMAX,73.0
2024-02-07,HOUSTON,GHCND:USW00012960,TMAX,72.0
2024-02-08,HOUSTON,GHCND:USW00012960,TMAX,76.0
2024-02-09,HOUSTON,GHCND:USW00012960,TMAX,79.0
2024-02-10,HOUSTON,GHCND:USW00012960,TMAX,76.0
2024-02-11,HOUSTON,GHCND:USW00012960,TMAX,78.0
2024-02-12,HOUSTON,GHCND:USW00012960,TMAX,61.0
2024-02-13,HOUSTON,GHCND:USW00012960,TMAX,66.0
