date,Price_t
2024-03-21,32.356770833333336
2024-03-22,21.956354166666667
2024-03-23,15.291770833333333
2024-03-24,2.204375
2024-03-25,13.908125
2024-03-26,25.493333333333336
2024-03-27,15.529583333333333
2024-03-28,14.951875
2024-03-29,2.4616666666666664
2024-03-30,17.802395833333332
2024-03-31,15.583333333333334
2024-04-01,13.012500000000001
2024-04-02,10.266562500000001
2024-04-03,25.22458333333333
2024-04-04,24.056354166666665
2024-04-05,11.619166666666667
2024-04-06,10.2634375
2024-04-07,34.585
2024-04-08,33.709583333333335
2024-04-09,19.555416666666666
2024-04-10,12.865
2024-04-11,29.986145833333335
2024-04-12,7.270104166666666
2024-04-13,-2.299375
2024-04-14,13.768125
2024-04-15,7.4928125
2024-04-16,90.64510416666667
2024-04-17,16.785729166666666
2024-04-18,10.727604166666666
2024-04-19,20.165104166666666
2024-04-20,15.806875
2024-04-21,15.180833333333332
2024-04-22,8.3121875
2024-04-23,11.870208333333332
2024-04-24,56.46177083333333
2024-04-25,18.01875
2024-04-26,33.84166666666666
2024-04-27,11.828854166666666
2024-04-28,127.05635416666667
2024-04-29,28.093125
2024-04-30,7.106354166666667
2024-05-01,10.7871875
2024-05-02,22.267187500000002
2024-05-03,17.518020833333335
2024-05-04,13.700000000000001
2024-05-05,25.868854166666665
2024-05-06,11.667187499999999
2024-05-07,33.7571875
2024-05-08,347.04770833333333
2024-05-09,51.356770833333336
2024-05-10,37.542291666666664
2024-05-11,25.047916666666666
2024-05-12,40.83104166666667
2024-05-13,49.10395833333334
2024-05-14,23.721145833333335
2024-05-15,16.604791666666667
2024-05-16,23.250208333333333
2024-05-17,26.20895833333333
2024-05-18,22.142395833333335
2024-05-19,12.326770833333333
2024-05-20,14.469479166666666
2024-05-21,51.19052083333333
2024-05-22,23.851666666666663
2024-05-23,22.00708333333333
2024-05-24,30.04822916666667
2024-05-25,14.347604166666668
2024-05-26,21.951666666666668
2024-05-27,48.5146875
2024-05-28,10.972604166666668
2024-05-29,39.025104166666665
2024-05-30,37.88645833333333
2024-05-31,20.772708333333334
2024-06-01,18.128020833333334
2024-06-02,14.550729166666665
2024-06-03,22.75270833333333
2024-06-04,43.97895833333334
2024-06-05,19.778333333333332
2024-06-06,18.873749999999998
2024-06-07,20.950520833333332
2024-06-08,22.350833333333338
2024-06-09,32.53
2024-06-10,52.62479166666666
2024-06-11,41.40208333333333
2024-06-12,45.94375
2024-06-13,36.03895833333333
2024-06-14,33.724583333333335
2024-06-15,24.126145833333336
2024-06-16,20.85
2024-06-17,30.64010416666667
2024-06-18,21.306041666666665
2024-06-19,20.50166666666667
2024-06-20,32.547291666666666
2024-06-21,23.464479166666667
2024-06-22,25.582291666666666
2024-06-23,27.396770833333335
2024-06-24,25.883645833333333
2024-06-25,28.531458333333333
2024-06-26,27.37291666666667
2024-06-27,30.906458333333333
2024-06-28,25.412916666666664
2024-06-29,25.497500000000002
2024-06-30,23.108229166666664
2024-07-01,22.253020833333334
2024-07-02,20.600520833333334
2024-07-03,20.800520833333334
2024-07-04,23.253020833333334
2024-07-05,16.629375
2024-07-06,26.420937499999997
2024-07-07,14.733645833333334
2024-07-08,15.203020833333333
2024-07-09,20.886770833333333
2024-07-10,24.21020833333333
2024-07-11,21.371458333333333
2024-07-12,18.114791666666665
2024-07-13,15.834375
2024-07-14,22.072812499999998
2024-07-15,27.6465625
2024-07-16,23.220416666666665
2024-07-17,22.564062500000002
2024-07-18,27.70114583333333
2024-07-19,24.5284375
2024-07-20,17.664791666666666
2024-07-21,18.723020833333333
2024-07-22,25.686666666666667
2024-07-23,28.331979166666667
2024-07-24,42.47958333333333
2024-07-25,29.778854166666665
2024-07-26,22.21229166666667
2024-07-27,20.182916666666667
2024-07-28,18.069166666666664
2024-07-29,32.439375
2024-07-30,17.955520833333335
2024-07-31,15.85125
2024-08-01,19.346770833333334
2024-08-02,27.80666666666667
2024-08-03,23.959166666666665
2024-08-04,24.868645833333332
2024-08-05,28.279687499999998
2024-08-06,37.57864583333333
2024-08-07,54.442708333333336
2024-08-08,26.374062499999997
2024-08-09,24.942812500000002
2024-08-10,29.118333333333336
2024-08-11,22.475104166666668
2024-08-12,20.833645833333332
2024-08-13,23.567083333333333
2024-08-14,24.608437499999997
2024-08-15,30.721041666666668
2024-08-16,27.960520833333334
2024-08-17,25.86375
2024-08-18,32.124583333333334
2024-08-19,75.35322916666667
2024-08-20,223.14708333333337
2024-08-21,40.237500000000004
2024-08-22,29.174895833333334
2024-08-23,28.809583333333332
2024-08-24,18.557604166666668
2024-08-25,21.895937500000002
2024-08-26,24.681979166666665
2024-08-27,28.514687499999997
2024-08-28,21.8053125
2024-08-29,24.823020833333334
2024-08-30,24.715416666666666
2024-08-31,32.12416666666667
2024-09-01,23.679166666666664
2024-09-02,20.1278125
2024-09-03,20.6634375
2024-09-04,23.621041666666667
2024-09-05,23.65625
2024-09-06,18.1221875
2024-09-07,16.22489583333333
2024-09-08,15.916458333333333
2024-09-09,21.121979166666666
2024-09-10,21.347395833333334
2024-09-11,20.908541666666668
2024-09-12,17.332604166666666
2024-09-13,15.355520833333335
2024-09-14,20.8803125
2024-09-15,32.340833333333336
2024-09-16,26.1959375
2024-09-17,17.828333333333333
2024-09-18,17.074791666666666
2024-09-19,20.149375
2024-09-20,30.318437499999998
2024-09-21,19.023333333333333
2024-09-22,23.161875
2024-09-23,43.860729166666665
2024-09-24,35.66520833333333
2024-09-25,22.824895833333333
2024-09-26,28.432916666666667
2024-09-27,27.03114583333333
2024-09-28,25.571354166666666
2024-09-29,31.369479166666668
2024-09-30,38.01416666666667
2024-10-01,26.709999999999997
2024-10-02,25.121770833333333
2024-10-03,22.007708333333337
2024-10-04,24.858958333333334
2024-10-05,26.254583333333333
2024-10-06,28.301145833333333
2024-10-07,33.565104166666664
2024-10-08,26.509583333333335
2024-10-09,24.082291666666666
2024-10-10,22.585520833333334
2024-10-11,17.640416666666667
2024-10-12,16.129166666666666
2024-10-13,21.994687499999998
2024-10-14,30.14979166666667
2024-10-15,32.6240625
2024-10-16,20.909791666666667
2024-10-17,7.715416666666667
2024-10-18,7.4409375
2024-10-19,12.308437499999998
2024-10-20,18.84
2024-10-21,11.283854166666666
2024-10-22,35.45416666666667
2024-10-23,37.83375
2024-10-24,19.363541666666666
2024-10-25,33.508229166666666
2024-10-26,42.464687500000004
2024-10-27,23.63479166666667
2024-10-28,16.17125
2024-10-29,19.457708333333333
2024-10-30,26.077708333333334
2024-10-31,26.377604166666668
2024-11-01,22.709166666666665
2024-11-02,19.647395833333334
2024-11-03,27.61010416666667
2024-11-04,34.5409375
2024-11-05,24.498229166666665
2024-11-06,11.549583333333333
2024-11-07,48.45041666666666
2024-11-08,30.225729166666667
2024-11-09,21.425520833333334
2024-11-10,113.546875
2024-11-11,36.213437500000005
2024-11-12,7.318958333333334
2024-11-13,18.188750000000002
2024-11-14,22.843333333333334
2024-11-15,15.505
2024-11-16,13.699895833333334
2024-11-17,156.51458333333332
2024-11-18,18.877708333333334
2024-11-19,18.002083333333335
2024-11-20,31.549895833333334
2024-11-21,34.926875
2024-11-22,20.959687499999998
2024-11-23,13.685729166666667
2024-11-24,12.341875
2024-11-25,18.618333333333332
2024-11-26,26.99625
2024-11-27,16.207604166666666
2024-11-28,28.893645833333334
2024-11-29,20.165104166666666
2024-11-30,31.770729166666666
2024-12-01,29.6740625
2024-12-02,38.151666666666664
2024-12-03,29.732708333333335
2024-12-04,40.530833333333334
2024-12-05,22.38552083333333
2024-12-06,28.972708333333333
2024-12-07,40.06041666666667
2024-12-08,29.496979166666666
2024-12-09,18.322187500000002
2024-12-10,16.21291666666667
2024-12-11,19.933541666666667
2024-12-12,16.476979166666666
2024-12-13,21.858854166666664
2024-12-14,47.18322916666667
2024-12-15,20.041354166666668
2024-12-16,29.705208333333335
2024-12-17,20.967812499999997
2024-12-18,19.378958333333333
2024-12-19,21.746666666666666
2024-12-20,27.690104166666668
2024-12-21,24.6290625
2024-12-22,13.178125
2024-12-23,14.817708333333334
2024-12-24,23.40552083333333
2024-12-25,34.26197916666667
2024-12-26,44.108125
2024-12-27,20.365416666666665
2024-12-28,21.83375
2024-12-29,21.975624999999997
2024-12-30,4.7821875
2024-12-31,19.78875
